エリア	施設	タイムスタンプ	個人情報保護の方針について	全行程での宿泊数をお答えください（石川県以外での宿泊も含みます）	石川県内での宿泊数をお答えください	石川県内での宿泊エリアをお答えください	石川県外での宿泊エリアをお答えください	今回はどなたと石川県を訪れていますか？	今回の石川県の訪問目的は何ですか？（複数選択可）	石川県外から訪れた方にお聞きします。今回は主にどのような交通手段で石川県に来られましたか。※2つまでお答えください	次に、 当施設  を訪れる際に利用した主な交通手段をお答えください。※2つまでお答えください	前の設問で「自家用車」「徒歩」以外を選択された方にお聞きします。当該の交通手段をお使いいただいた満足度をお聞かせください。	上記満足度の理由について、具体的に教えてください	今回の旅行またはお出かけにおける、石川県内での具体的な宿泊費をお答えください。（予定でも可/１人あたり）	今回の旅行またはお出かけにおける石川県内での具体的な交通費をお答えください。（予定でも可/１人あたり） ※石川県外からの交通費、石川県内での交通費を含む。	今回の旅行またはお出かけにおける、石川県内での具体的な現地消費額をお答えください。（予定でも可/１人あたり） ※飲食、買い物、体験・観光などの消費額合計 ※宿泊費、交通費を除く	これまでに   当施設   には何度訪れたことがありますか。	今回   当施設   を訪れる際に参考にした情報源は何ですか？（複数選択可）	当施設   の前に訪れた主な場所（施設やスポット名称、エリアなど）を、次の名称リストからひとつ選んでください。  ※名称リストにない場所の場合は、「選択なし/該当施設なし」を選び、次の設問でお答えください。 ※当施設   が最初に訪れた場所である場合は、「選択なし/該当施設なし」をお選びください。	上記名称リストにない場合について、具体的にお答えください。(前)	当施設   の後に訪れる予定の場所（施設やスポット名称、エリア）を、次の名称リストからひとつ選んでください  ※名称リストにない場所の場合は、「選択なし/該当施設なし」を選び、次の設問でお答えください。 ※当施設    が最後に訪れた場所である場合は、「選択なし/該当施設なし」をお選びください。	上記名称リストにない場合について、具体的にお答えください。(後)	当施設    における、消費総額をお答えください。（予定でも可/１人あたり）	当施設 における、商品・サービスの満足度をお答えください	上記満足度の理由につい具体的に教えてください。(サービス)	当施設   における、施設全体の満足度をお答えください。	上記満足度の理由につい具体的に教えてください。(施設全体)	当施設   において、不便を感じたり困ったことはありましたか。	上記不便を感じたり、困ったことについて具体的に教えてください	あなたは石川県への旅行または 当施設 へのお出かけを、どのくらい家族や友人に薦めたいと思いますか。 0（全く薦めたくない）～10（ぜひ薦めたい）でお答えください。	あなたが求めている   当施設   の飲食、土産、アクティビティについて、ご自由にご意見をお聞かせください	今後、再び石川県を訪れたいと思いますか	あなたが求めている石川県の飲食、土産、アクティビティについて、ご自由にご意見をお聞かせください。  (※必須項目です。無ければ「特になし」とご記入ください)	性別をお答えください	生まれた年をお答えください	お住いの都道府県をお答えください	お住いの市区町村をお答えください 例：新宿区	世帯年収をお答えください	アンケートに回答しようと思った動機をお答えください	旅全体の総合満足度を教えてください。	石川県への旅行を、どのくらい家族や友人に勧めたいと薦めたいと思いますか。 ０（まったく薦めたくない）～１０（ぜひ薦めたい）でお答え下さい。	今回の旅行またはお出かけにおいて、特に人に薦めたいと感じたものとその理由について具体的に教えてください。
金沢エリア	兼六駐車場	2025/08/15	同意する	3泊	2泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	富山県	小学生以下連れの家族	地元の美味しいものを食べる, 名所、旧跡の観光, 買い物、アウトレット, まちあるき、都市散策	自家用車	タクシー, 路線バス	どちらでもない		10,000円以上 20,000円未満	30,000円以上 40,000円未満	40,000円以上 50,000円未満	2～5回目	友人・知人, タクシードライバーや地元の人	近江町市場		ひがし茶屋街		3,000円以上 5,000円未満	満足		満足		感じた	公共ゴミ箱があまり無かった	7		機会があれば行きたい	特になし	女	1993	栃木県	鹿沼市	300万円以上 400万円未満	景品が当たる	とても満足	7	
金沢エリア	石川県立歴史博物館	2025/08/15	同意する	2泊	2泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	小学生以下連れの家族	地元の美味しいものを食べる, 名所、旧跡の観光	新幹線	路線バス	満足	駅から直通だったため	10,000円以上 20,000円未満	30,000円以上 40,000円未満	40,000円以上 50,000円未満	初めて	インターネット・アプリ	金沢21世紀美術館		ひがし茶屋街		5,000円以上 10,000円未満	満足	楽しかったため	満足		感じなかった		6		機会があれば行きたい	こどもが楽しめる施設が駅近くにもっと欲しい	女	1993	東京都	台東区	1,000万円以上 1,200万円未満	景品が当たる	満足	6	
金沢エリア	兼六駐車場	2025/08/15	同意する	3泊	3泊	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	石川県外には泊まらない	中学生以上連れの家族	友人・親戚を訪ねる	自家用車	自家用車			使わない	5,000円以上 10,000円未満	10,000円以上 20,000円未満	2～5回目	以前一度来た事があり、どういう施設か知っていたので。	尾山神社		選択なし/該当施設なし	イオン新小松	5,000円以上 10,000円未満	満足	3000円以上買うと目の前の駐車場が割引になる。	満足	きれいな建物だった。休憩スペースがある。	感じた	クレジットカード払いの時、場所を移動しないと支払えなかった為。	8	自分も食べてみたいと思える土産物が多かったのが良かった。	また行きたい（1年以内）	近江町市場で海鮮丼を食べたが、思った程、新鮮さを感じられず、少しがっかりした。石川県なのだから、海鮮の新鮮さに力を入れて欲しいと思った。	女	1969	東京都	調布市	800万円以上 900万円未満	景品が当たる	満足	9	石川県へは新幹線で気軽に行きやすくなった事。
金沢エリア	ダイワロイネットホテル金沢MIYABI	2025/08/16	同意する	1泊	4泊以上	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	中学生以上連れの家族	宿でのんびり過ごす, 友人・親戚を訪ねる	自家用車	自家用車	とても満足	快適	20,000円以上 30,000円未満	使わない	40,000円以上 50,000円未満	2～5回目	友人・知人	選択なし/該当施設なし	フォーラス	選択なし/該当施設なし	リント	3,000円以上 5,000円未満	とても満足	子供の見たいスポットが充実してるから	とても満足	夏休みの子供が満足	感じなかった	無しです	5	金沢チックで楽しいです	また行きたい（1年以内）	金箔	女	1972	富山県	魚津市	1,200万円以上 1,500万円未満	景品が当たる	とても満足	5	近場で風流
金沢エリア	金沢城公園	2025/08/16	同意する	1泊	1泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	中学生以上連れの家族	友人・親戚を訪ねる	自家用車	自家用車	とても満足		使わない	使わない	1,000円以上 3,000円未満	初めて	友人・知人	兼六園		選択なし/該当施設なし		1,000円未満	満足		満足		感じなかった		2		機会があれば行きたい	特になし	男	1965	長野県	千曲市	600万円以上 700万円未満	石川県のおすすめ観光スポットが見たい	満足	3	
金沢エリア	眠音ホテル	2025/08/17	同意する	3泊	3泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	小学生以下連れの家族	友人・親戚を訪ねる	自家用車	自家用車			20,000円以上 30,000円未満	3,000円以上 5,000円未満	5,000円以上 10,000円未満	初めて	インターネット・アプリ	近江町市場		選択なし/該当施設なし	健民プール	1,000円以上 3,000円未満	とても満足	家族5人余裕のある広い早に寝泊まりできた。	とても満足		感じた	出入り口に近い部屋だったためか玄関先での話し声などが聞こえた。	8	ヘアアイロン、櫛、ファブリーズが欲しかった。	機会があれば行きたい	子供達が遊びながら学べる施設がもう少し増えると嬉しい。（自分で着物を着付けるや三味線作りなど）	女	1986	静岡県	浜松市	500万円以上 600万円未満	景品が当たる, 石川県のおすすめ観光スポットが見たい, 石川県の雑学を知りたい, なんとなく	とても満足	10	眠音ホテルが子連れ宿泊にとても適していると感じた。
金沢エリア	金沢城公園	2025/08/18	同意する	3泊	1泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	福井県	小学生以下連れの家族	名所、旧跡の観光	自家用車	自家用車	満足		使わない	使わない	使わない	初めて	TV・ラジオ番組やCM	選択なし/該当施設なし		選択なし/該当施設なし		1,000円未満	満足		満足		感じなかった		5		機会があれば行きたい	特になし	男	1983	新潟県	新潟市	400万円以上 500万円未満	景品が当たる	満足	6	
金沢エリア	兼六駐車場	2025/08/18	同意する	日帰り	石川県内には宿泊しない	石川県内には宿泊しない	富山県民	中学生以上連れの家族	地元の美味しいものを食べる, 名所、旧跡の観光	自家用車	自家用車			使わない	使わない	5,000円以上 10,000円未満	2～5回目	Instagram	近江町市場		ひがし茶屋街		1,000円以上 3,000円未満	とても満足	店員が優しい	とても満足	たべものがおいしく、景色がキレイ	感じなかった		4	とてもまんぞく	また行きたい（1年以内）	とくになし	女	2002	富山県	下新川郡入善町	300万円以上 400万円未満	景品が当たる, 石川県のおすすめ観光スポットが見たい	とても満足	3	日本の落ち着いた雰囲気を楽しめるから
金沢エリア	チサンバジェット金沢駅前	2025/08/21	同意する	2泊	2泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	自分ひとり	地元の美味しいものを食べる, 名所、旧跡の観光, 買い物、アウトレット	新幹線, 在来線	徒歩			5,000円以上 10,000円未満	20,000円以上 30,000円未満	10,000円以上 20,000円未満	2～5回目	観光展・物産展, X(旧：Twitter), 友人・知人	ひがし茶屋街		近江町市場		使わない	どちらでもない		満足		感じた	電子レンジが1階にしかない	5		機会があれば行きたい	特に無し	男	2001	広島県	東広島市	200万円以上 300万円未満	なんとなく	満足	7	
金沢エリア	ダイワロイネットホテル金沢MIYABI	2025/08/22	同意する	1泊	1泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	愛知県	小学生以下連れの家族	名所、旧跡の観光	自家用車	自家用車, 徒歩			5,000円以上 10,000円未満	5,000円以上 10,000円未満	50,000円以上 100,000円未満	2～5回目	観光展・物産展, 新聞・雑誌・ガイドブック	尾山神社		ひがし茶屋街		3,000円以上 5,000円未満	どちらでもない		どちらでもない		感じなかった		5		機会があれば行きたい	特になし	男	1956	愛知県	名古屋市	500万円以上 600万円未満	景品が当たる	満足	3	
金沢エリア	金沢駅	2025/08/22	同意する	1泊	1泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	自分ひとり	出張など仕事関係	新幹線, 在来線	レンタカー	どちらでもない	預かってくれない	3,000円以上 5,000円未満	10,000円以上 20,000円未満	1,000円以上 3,000円未満	6～10回目	インターネット・アプリ	近江町市場		選択なし/該当施設なし		1,000円以上 3,000円未満	どちらでもない	高い	どちらでもない	駅から遠い	感じた	駅から遠い	6	もっと早く、遅くまで営業を	また行きたい（1年以内）	JA野菜をもっと他県のように安く	男	1965	大阪府	箕面	600万円以上 700万円未満	景品が当たる, 石川県の雑学を知りたい	どちらでもない	7	オシャレ
金沢エリア	北陸鉄道　金沢駅	2025/08/23	同意する	日帰り	石川県内には宿泊しない	石川県内には宿泊しない	京都	自分ひとり	名所、旧跡の観光	新幹線	タクシー	満足	すぐ乗れる	3,000円以上 5,000円未満	5,000円以上 10,000円未満	3,000円以上 5,000円未満	2～5回目	新聞・雑誌・ガイドブック, X(旧：Twitter)	金沢21世紀美術館		選択なし/該当施設なし	時間都合	10,000円以上 20,000円未満	満足	きれい	満足	きれい	感じた	暑い	9		機会があれば行きたい	特になし	男	1968	京都府	西京区	1,200万円以上 1,500万円未満	景品が当たる	満足	9	金沢城
金沢エリア	金沢城公園	2025/08/23	同意する	1泊	1泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	小学生以下連れの家族	宿でのんびり過ごす, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡の観光, 買い物、アウトレット, まちあるき、都市散策, 各種体験（手作り、果物狩りなど）	自家用車	徒歩			10,000円以上 20,000円未満	10,000円以上 20,000円未満	50,000円以上 100,000円未満	初めて	新聞・雑誌・ガイドブック, インターネット・アプリ, X(旧：Twitter), Instagram	尾山神社		選択なし/該当施設なし	自遊花人水引ミュージアム	1,000円未満	とても満足	玉泉庵の上生菓子が美味しかった。猛暑での訪問だったため、休憩所がとても快適で良かった。	満足	コンパクトにまとまっていて周りやすくて良かった。平日だったためライトアップが見られなかったことだけ残念。	感じなかった		5	特になし	機会があれば行きたい	特になし	女	2009	静岡県	静岡市葵区	700万円以上 800万円未満	景品が当たる	満足	9	今回宿泊した一棟貸しの宿が徒歩で兼六園、近江町市場、尾山神社、玉泉院丸庭園などに行けて観光名所に周りやすかったため薦めたい。
金沢エリア	金沢駅	2025/08/24	同意する	1泊	1泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	中学生以上連れの家族	地元の美味しいものを食べる, 名所、旧跡の観光, テーマパーク（遊園地、動物園、博物館など）, まちあるき、都市散策	新幹線, 在来線	新幹線	とても満足	新幹線は早くて快適	10,000円以上 20,000円未満	10,000円以上 20,000円未満	10,000円以上 20,000円未満	初めて	インターネット・アプリ, Instagram	選択なし/該当施設なし		金沢21世紀美術館		3,000円以上 5,000円未満	満足	お土産が豊富　涼しい	満足	涼しい	感じた	場所によって暑い	9		機会があれば行きたい	観光モデルコースをもっと紹介してほしい	女	1978	長野県	松本市	700万円以上 800万円未満	景品が当たる	満足	9	名所がコンパクトにまとまっていて移動しやすい
金沢エリア	近江町市場商店街	2025/08/24	同意する	1泊	1泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	団体旅行	宿でのんびり過ごす, 地元の美味しいものを食べる, 名所、旧跡の観光, お祭りやイベントへの参加・見物, スポーツ観戦や芸術鑑賞（コンサート等）, 出張など仕事関係	新幹線	路線バス, 徒歩	とても満足	街並みが綺麗で、お魚も美味しくてとても満足です！！	30,000円以上 40,000円未満	30,000円以上 40,000円未満	40,000円以上 50,000円未満	初めて	X(旧：Twitter), ブログ, 友人・知人, 推しのブログで紹介されてました！	近江町市場	にし茶屋	金沢21世紀美術館		40,000円以上 50,000円未満	とても満足	 とにかく良かった！！	とても満足	素晴らしい！また来たい！！	感じた	たくさんの人の行き来でどこを歩いているのか迷子になりかけた	10	ご当地ポテチが豊富で良かった！	また行きたい（1年以内）	言うことなし！！	女	1985	神奈川県	横浜市	100万円以上 200万円未満	景品が当たる, ひゃくまんさんが好き, ARでひゃくまんさんと写真が撮りたかった, 動く３Dひゃくまんさんを見たい, 石川県のおすすめ観光スポットが見たい, 石川県の雑学を知りたい, なんとなく	とても満足	10	とにかく食べ物が美味しい！！
